link,accepted,create time,active time,author,reputation,answer quantity,combination,title,question,answer,viewed,vote,question contain code,Solution type,answer or highest vote,SDLC,Symptoms,Taxonomy_Second,Taxonomy_Third,Special case,Unnamed: 21,accepted_time,answers_time,posts_id
https://stackoverflow.com/questions/1711490/returning-a-c-class-to-java-via-jni,Accepted,2009-11-10 21:51:32Z,2011-12-04 03:13:21Z,tomzx,"1,924",3,"java,c++,class,struct,java-native-interface",Returning a C++ class to Java via JNI,"I'm currently using both C++ and Java in a project and I'd like to be able to send an object which is contained in C++ to my Java interface in order to modify it via a GUI and then send the modification back in C++.,So far I've been returning either nothing, an int or a boolean to Java via the JNI interface. This time I have to send an object through the interface. I have made similar class definition available both in C++ and in Java. ,In C++ I have:,This function would get called by Java in order to get the object from the C++ side (the object is contained in a singleton, easily accessible).,On the Java end, I do a simple call to this method,,which should return me the newly created object.,Java currently returns me a UnsatisfiedLinkError when I do the actual call. What is wrong?","Here's the solution I opted to use:,First, I would create a similar object in Java. Then, from C++ I would instanciate it and pass it all the values.,But then I realised this wasn't very portable and was a bit too complicated.,Instead, I decided to return a string that Java would parse and use to initialize the object on its side.,MyObject would have a constructor which takes a string. I believe the solution is simple and effective.",21k,17,yes,"SA2.1, SA2.2, SB1",12,Coding,Interfacing,Invocation mechanism,Explicit interfacing,JNI transfer method,,2009-12-25 16:20:34Z,"2009-12-25 16:20:34Z,2009-12-11 23:28:38Z","1,711,490,196,143,210,000,000,000,000"
https://stackoverflow.com/questions/2011311/running-java-with-java-opts-env-variable-has-no-effect,Accepted,2010-01-06 06:34:12Z,2019-06-06 15:28:08Z,Ashika Umanga Umagiliya,"8,209",2,"java,shell,remote-debugging,jvm-arguments",Running java with JAVA_OPTS env variable has no effect,"In a shell script, I have set the JAVA_OPTS environment variable (to enable remote debugging and increase memory), and then I execute the jar file as follows:,But it seems there is no effect of the JAVA_OPTS env variable as I cannot connect to remote-debugging and I see no change in memory for the JVM.,What could be the problem?,PS: I cannot use those settings in the , command because I process command line arguments in the application.","I don't know of any JVM that actually checks the , environment variable. Usually this is used in scripts which launch the JVM and they usually just add it to the , command-line.,The key thing to understand here is that arguments to , that come , the , bit will only affect the JVM and , be passed along to your program. So, modifying the , line in your script to:,Should ""just work"".",103k,57,yes,"SA2.1, SA2.2, SB1",56,Coding,Interfacing,Invocation mechanism,Explicit interfacing,config,,2010-01-06 07:08:49Z,"2012-07-23 15:48:24Z,2010-01-06 07:08:49Z","2,011,311,116,159,600,000,000"
https://stackoverflow.com/questions/2087840/add-a-reference-from-a-c-sharp-app-to-a-dll-compiled-without-clr,Accepted,2010-01-18 17:18:46Z,2012-07-17 17:43:48Z,Paul A Jungwirth,"20,838",4,"c#,c++,visual-studio,visual-studio-2008,pinvoke",Add a Reference from a C# App to a DLL compiled without /clr?,"I'm using Visual Studio 2008 to build a Solution with two Projects: a C# Console App and a C++ DLL. I want the app to call a function from the dll using P/Invoke. Therefore I'm trying to add the dll as a Reference to the C# app. But when I try the Add Reference command, Visual Studio won't let me do it unless I set the /clr property on the dll (under Configuration Properties:General). now, I thought that P/Invoke could handle plain-old win32 dlls. Indeed, if I build my dll without /clr and just copy it by hand to bin/Debug, then the app runs fine. So why is /clr required to add the dll as a reference? And if VS won't let me add it, is there some (clean) workaround so that my app finds the dll?,I see that someone had a similar issue here (though with a 3rd-party dll):
, The answer he got was to build a wrapper. But this isn't really necessary, since the app can use the dll just fine; it's just the Add Reference step that doesn't work. And besides, won't the wrapper code need a reference to the dll, raising the same problem as before? I'd really like an answer that doesn't involve writing a wrapper at all.","Why not just add a post-build step to copy your unmanaged DLL to your project directory? You don't need a ""reference"" to be able to refer to an unmanaged DLL, and it sounds like the only problem you're experiencing is due to the file not being automatically copied into the search path.",8k,6,no,"SA2.1, SB1",7,DEM,Build,,,refer to unmanaged DLL,,2010-01-18 17:33:53Z,"2010-01-18 17:33:53Z,2010-01-18 17:23:17Z,2010-01-18 18:42:48Z,2011-05-30 14:22:42Z","20,878,402,087,942,200,000,000,000,000,000,000"
https://stackoverflow.com/questions/2179601/good-php-framework-for-fully-ajax-based-web-applications,Accepted,2010-02-01 19:52:43Z,2016-08-19 01:03:06Z,ajsie,"71,316",6,"php,javascript,ajax,frameworks",good php framework for fully ajax-based web applications? [closed],"i'm developing a web application that focus heavily on ajax. the whole application is just on one page except for the threads that are in traditional pages so they can be indexed.,so i have to have very structured JS-codes and i wonder if they are any frameworks out there that are for ajax-based applications.,eg. codeigniter, cakephp and others i have read about dont focus on this. they just organize regular php code according to mvc.,cause my code starts to be very messy (especially the js code) and i really need some structure here. is there a way to have same mvc + oop structure in javascript? i never heard anyone talking about it. even if i put js codes in separate files, one for each page for example, there are a lot of lines and i feel lost and crunch whenever i have to add some new functionalities.,would be great with suggestions and ideas how to structure this up!","I think you have the wrong mindset about this.,AJAX-heavy sites or applications aren't that much different form their Web 1.0 counterparts in their underpinnings. You still have the same basic components: HTTP Requests and responses. It's just that with AJAX you rarely request a full HTML page. Most of the time you're requesting snippets of HTML, XML, or JSON.,So, just because you'll have a web site/app that is 90%+ AJAX driven doesn't mean you need to throw away existing conventions like MVC and look for something new.,And most modern frameworks have plenty of AJAX stuff baked in: ZF, symfony, cake, etc.,I don't know of any framework, PHP or JavaScript, geared towards what you are asking. That being said, you might get something out of watching ,, ,, and ,, even though they're a couple years old now.,Also, consider digging into projects that are AJAX heavy and seeing how they tick. ExtJS and jQuery UI based applications would be a good start.",7k,7,no,"SA1, SA2.1, SA2.2, SB1, SB2",4,Coding,Interfacing,Interfacing choice,,framework choice,,2010-02-01 20:20:39Z,"2010-02-01 20:20:39Z,2010-02-01 19:57:43Z,2010-02-01 22:23:01Z,2016-08-18 13:55:07Z,2010-02-01 20:44:44Z,2010-02-04 21:27:43Z","21,796,012,179,775,200,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2211867/how-do-i-call-c-cli-from-c,Accepted,2010-02-06 03:15:05Z,2021-02-19 20:45:55Z,master chief,761,4,"c#,c++,c++-cli,pinvoke,managed-c++",How do I call C++/CLI from C#?,"I have a class implemented in C++ that's responsible for the arithmetic computation of the program, and an interface using WPF. I process the input with C# but then how can I use my C++ class?,I've seen some comments about making a managed C++ wrapper class to interact with it, but I don't know where to start. nor do I know how I'd go to compile it along with all the other code. I can't really find a tutorial on this, and the stuff google shows on managed C++ doesn't really seem helpful.,Anything out there to help me out? This doesn't seem unreasonable to me., Tried m3rLinEz solution but it's giving me a BadImageFormatException, I think it's because the DLL isn't generated. I did everything as told, I don't know what happened. Any ideas?","Have you take a look at C++/CLI?,Let me give a very short example. Here is the source file from a Visual C++ -> CLR -> Class Library project. It basically get Windows username and return it.,Please note that, in order to get this compiled, you have to go into project settings and mark ""Additional Dependencies"" as ""Inherit from parent"" because we are using those Windows libs (kernel32.lib, user32.lib, ..),now created a new C# project and add reference to our first C++/CLI Class Library project. And then call the instance method.,This gave the following result on my machine:,C++/CLI is basically a managed extension over C++ standard. It allows you to utilize CLR classes and data types in your C++/CLI project and also expose this to managed language. You can created a managed wrapper for your old C++ library using this. There are some weird syntaxes such as , to define reference type to CLR String. I find , to be useful here.",84k,65,no,"SA1, SA2.1, SA2.2, SB1, SB2",57,Coding,Interfacing,Interfacing choice,,managed interface,,2010-02-06 03:55:22Z,"2010-02-06 03:55:22Z,2010-02-06 09:16:18Z,2010-02-06 03:24:29Z,2010-02-06 03:30:05Z","22,118,672,211,959,200,000,000,000,000,000,000"
https://stackoverflow.com/questions/2219982/getting-php-to-run-a-python-script,Accepted,2010-02-08 06:41:41Z,2013-10-27 15:29:53Z,Abhinav,"35,026",4,"php,python,exec",Getting PHP to run a Python script,"I am trying to run a Python program using PHP. Here's the code,This works through the command line but not while running it through the browser. I am using Apache so probably it needs the right privileges? I am pretty new to Linux and have no idea how to get this working.,Any help would be appreciated!,Tried to use , but nothing happens. I gave the full path to the script. Made the script executable but no luck. Any other things I can try on the server? (It's a CentOS 5)",You need to pass the full path to the script and you also need to make sure that the script is readable by the user running the web server (which means every directory in the path must be +x to the web user).,33k,13,yes,"SA2.1, SB1",6,Coding,Interfacing,Invocation mechanism,Explicit interfacing,php run python script,,2010-02-08 06:49:46Z,"2010-02-08 06:49:46Z,2010-02-12 13:13:18Z,2010-02-08 06:44:49Z,2013-01-22 16:57:17Z","221,998,222,200,142,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2228275/java-generics-and-jni,Accepted,2010-02-09 10:22:30Z,2010-02-15 01:05:59Z,Aaron S,"4,222",2,"java,c++,generics,java-native-interface",Java generics and JNI,"Is it possible to call a native CPP function using JNI which takes generic arguments? Something like the following:,And then call it like:,Can anyone please provide me with a sample which is actually doing this or some tutorial on the net which does this? I am asking because in my CPP JNI function (called by JVM), I get unsatisfied link error.,CPP Code follows:,I have tried by modifying the code but now I am getting noSuchMethodError:,Java code:,CPP code:,Does this mean that JNI has no support for generics or am I missing something?","There are numerous questions regarding type erasure on stack overflow (e.g. ,), what you're looking to do is neither possible with JNI nor Java itself. The runtime type signature of foo is (in both worlds, or actually, there is only one world) ,, which will do an implicit class cast on the return value to whatever type you call it with.,As you might notice (and as mentioned in the comment to your question), there's no way for you to know what type , is.,:,
By the way, the getFoo method is supposed to return 'Foo', so shouldn't you be doing,Come to think of it, your entire call sequence seems out of place... you've got a , which is native, returning string. now , looks for , in ,, which returns 'Foo', and returns the result of that call directly, effectively trying to return a , (, according to the comment) where string is expected.",8k,8,yes,"SA1, SA2.1, SA2.2, SB1, SB2",8,Coding,Data handling,Interoperability,,memory error,,2010-02-09 10:29:27Z,"2010-02-15 01:05:59Z,2010-02-09 10:29:27Z","222,827,522,635,442,000,000"
https://stackoverflow.com/questions/2356098/what-is-the-best-tool-for-performance-regression-testing,Accepted,2010-03-01 13:34:26Z,2010-03-03 22:18:57Z,leora,"166,407",4,"c#,java,unit-testing,performance",what is the best tool for performance regression testing [closed],"our organization is looking for a tool to help with performance testing on each release. We ship a whole bunch of new software and we want to ensure that performance on key functions has not slowed down since the last prod release. We have code in C# and Java. This can be anything from:,Is it best to do this using our basic unit testing continuous integration (nunit, junit, team city) with hand written performance checks or are there specific tools that can help focus on on this area.,Any suggestions?","On my projects (which tend to use Spring), I use the AOP and the ,.,While you may not use Spring, it's definitely some good code to look at and can base a version of your own. I found AOP perfect for this situation because it does not clutter up the actual function calls. If you have a tiered application, then you can put these performance monitors at each level. (Typically for my webapps, I put it as my data access layer so I can monitor database query performance.)",1k,6,no,"SA1, SA2.1, SB1, SB2",3,Testing/Debugging,Efficiency/Performance,,,closed erher,,2010-03-01 15:23:05Z,"2010-03-01 15:23:05Z,2010-03-03 22:18:57Z,2010-03-01 14:00:50Z,2010-03-01 14:25:22Z","23,560,982,356,801,200,000,000,000,000,000,000"
https://stackoverflow.com/questions/2381241/what-is-the-subprocess-popen-max-length-of-the-args-parameter,Accepted,2010-03-04 17:13:23Z,2019-03-02 16:55:02Z,Jesse Vogt,"14,961",2,"python,shell,subprocess,popen",What is the subprocess.Popen max length of the args parameter?,"I am using , function from the subprocess module to execute a command line tool:,The tool I am using takes a list of files that it then processes. In some cases, this list of files can be very long. Is there a way to find the max length that the args parameter can be? With a large number of files being passed to the tool, I am getting the following error:,Is there a general way to find this max length? I found the following article on msdn: , but I don't want to hard code in the value. I would rather get the value at run time to break up the command into multiple calls.,I am using Python 2.6 on Windows XP 64.,Edit: adding code example,The problem occurs because each actual entry in the , list is usually a very long file path AND there are several thousand of them.","If you're passing shell=False, then Cmd.exe does not come into play. ,On windows, subprocess will use the CreateProcess function from Win32 API to create the new process. The , for this function states that the second argument (which is build by subprocess.list2cmdline) has a max length of 32,768 characters, including the Unicode terminating null character. If lpApplicationName is NULL, the module name portion of lpCommandLine is limited to MAX_PATH characters. ,Given your example, I suggest providing a value for executable (args[0]) and using args for the first parameter. If my reading of the CreateProcess documentation and of the subprocess module source code is correct, this should solve your problem. ,[edit: removed the args[1:] bit after getting my hands on a windows machine and testing]",13k,16,yes,"SA1, SA2.1, SB1, SB2",11,Coding,Interfacing,Interfacing choice,,-,,2010-03-04 18:29:16Z,"2010-03-04 18:29:16Z,2019-03-02 14:51:44Z","2,381,241,238,172,650,000,000"
https://stackoverflow.com/questions/2408771/how-to-get-selected-value-from-dropdownlist-in-asp-net-using-javascript,Accepted,2010-03-09 11:59:51Z,2021-04-09 12:13:07Z,kumar,"1,089",4,"javascript,c#,asp.net,dhtml",How to get selected value from dropdownlist in asp.net using Javascript?,"I am populating country dropdownlist from a database. I need to select a value from dropdown list and assign it to textbox by using Javascript.,Code: ,by doing this I am getting error. Any solutions?","Your code is wrong, Look at where I've made the changes to the same code:,What you did, is you selected your textbox and JS returned you a DOM element of that text box and you wanted to populate it by passing the , of the textBox inside the , function. ,Here is where it broke: ,To use , method, you pass a string value of the id of an element.,Hope this helps.",56k,7,yes,"SA2.1, SA2.2, SB1",11,Coding,Interfacing,Interfacing choice,,function choice,,2010-03-09 12:21:01Z,"2010-03-09 12:21:01Z,2010-03-09 12:01:00Z,2010-03-09 12:11:21Z,2021-04-09 12:13:07Z","240,877,124,089,052,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2462230/interacting-with-java-code-from-c-sharp,Accepted,2010-03-17 12:44:57Z,2012-08-03 21:14:06Z,Kasper Holdum,"11,875",4,"c#,java,.net,cross-language",Interacting with java code from C#,"We've written a Java program which we are looking to use and interact with from C#. What are our options? Optimally it would be possible to compile the Java application as a library (.DLL) that we could reference from C# perhaps using P/Invoke. This, however, doesn't appear to be an option according to the first few searches online.,We opt to be able to use ASP.NET to built a search engine powered by the Java code, so if this opens up for any other options please let us know.","Sorry, you , call java , , from C# code.,One way of doing this is to , up your java classes in a , and call classes , through that web service interface in your C# code.,Another way is using , which exposes java classes as ,. You can find it at following location:,Following posts might help as well",4k,6,no,"SA1, SA2.1, SB1, SB2",7,Coding,Interfacing,Interfacing choice,,method choice,,2010-03-17 12:49:54Z,"2010-03-17 12:49:54Z,2010-03-17 12:47:52Z,2010-03-17 12:52:42Z,2012-08-03 21:14:06Z","246,223,024,622,562,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2532907/combining-c-and-c-sharp,Accepted,2010-03-28 12:42:47Z,2020-10-20 16:06:52Z,cam,"8,255",3,"c#,c++",Combining C++ and C#,"Is it a good idea to combine C++ and C# or does it pose any immediate issues?,I have an application that needs some parts to be C++, and some parts to be C# (for increased efficiency). What would be the best way to achieve using a native C++ dll in C#?","yes using C# and C++ for your product is very common and a good idea.,Sometimes you can use managed C++, in which case you can use your managed C++ module just like any other .NET module. ,Typically you'd do everything that you can in C#. For the parts you need to do in C++ you'd typically create a C++ DLL and then call into that DLL from C#. Marshalling of parameters is done automatically for you.,Here is an example of importing a C function inside a DLL into C#:",40k,37,no,"SA2.1, SA2.2, SB1",39,Design,Interfacing,Interfacing choice,,method choice,,2010-03-28 12:45:27Z,"2010-03-28 12:45:27Z,2016-01-21 16:06:44Z","25,329,072,532,974,200,000,000,000,000"
https://stackoverflow.com/questions/2562648/json-limitation,Accepted,2010-04-01 18:23:38Z,2013-09-04 15:37:33Z,thedp,"8,241",5,"php,javascript,ajax,json",JSON limitation?,"I would like to know if JSON with AJAX has a limitation to the amount of data an outgoing and returning parameter can carry?,I would like to be able to send and return from the server a file with 10,000 lines, as a string. How should I achieve this task? Will a single parameter will be able to hand this?,EDIT:
My client is JavaScript and my server PHP.,Thank you.",you should break up the string into bits and do multiple ajax requests until string is complete. Keep appending the string bits temporarily to a file and then put the file contents inside of your database once the requests are complete.,3k,7,no,"SA2.1, SB1",1,Design,Data handling,Data format/compatibility,,json error,,2010-04-01 18:34:03Z,"2010-04-01 18:29:51Z,2010-04-01 18:27:48Z,2010-04-01 18:27:06Z,2010-04-01 18:34:03Z,2010-04-01 18:30:42Z","256,264,825,626,862,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2566764/encode-compress-sequence-of-repeating-integers,Accepted,2010-04-02 13:05:33Z,2015-07-16 06:26:27Z,Alex,"11,517",6,"php,javascript,sequence,encode,compression",Encode/compress sequence of repeating integers,"I have very long integer sequences that look like this (arbitrary length!): ,now I need some algorithm to convert this string into something compressed like ,Which means ""a 9 times, then b 3 times, then a 3 times"" and so on, where ""a"" stands for 0, ""b"" for 1, ""c"" for 2 and ""d"" for 3. ,How would you do that?
So far nothing suitable came to my mind, and I had no luck with google because I didn't really know what to search for. What is this kind of encoding / compression called? ,PS: I am going to do the encoding with ,, and the decoding in ,.,: Thank you all! ,I ended up with this function for encoding:,And that for decoding:","It is called ,Basic encoder in PHP:,Be warned it will preform badly issues with a string like,If you were going to be handling a string that may have a lot of individual single characters you would be better to add some complexity and not write the length of the run if the length of the run is 1.",3k,8,yes,"SA1, SA2.1, SA2.2, SB1, SB2",7,Coding,Data handling,Data format/compatibility,,compress data,,2010-04-02 13:09:41Z,"2010-04-02 13:09:41Z,2010-04-02 13:18:28Z,2010-04-02 13:25:11Z,2010-04-02 13:41:05Z,2010-04-02 13:46:01Z,2015-07-16 06:26:27Z","25,667,642,566,779,200,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2663429/what-is-the-best-way-to-identify-which-form-has-been-submitted,Accepted,2010-04-18 18:40:01Z,2013-04-11 06:14:01Z,Rupert Madden-Abbott,"12,284",2,"php,javascript",What is the best way to identify which form has been submitted?,"Currently, when I design my forms, I like to keep the name of the submit button equal to the id of the form. Then, in my php, I just do , in order to check if a form has been submitted and which form has been submitted.,Firstly, are there any security problems or design flaws with this method?,One problem I have encountered is when I wish to overlay my forms with javascript in order to provide faster validation to the user. For example, whilst I obviously need to retain server side validation, it is more convenient for the user if an error message is displayed inline, upon blurring an input. Additionally, it would be good to provide entire form validation, upon clicking the submit button.,Therefore, when the user clicks on the form's submit button, I am stopping the default action, doing my validation, and then attempting to renable the traditional submit functionality, if the validation passes. In order to do this, I am using the , method but, unfortunately, this doesn't send the submit button variable (as it should be as form.submit() can be called without any button being clicked). This means my PHP script fails to detect that the form has been submitted.,What is the correct way to work around this? It seems like the standard solution is to add a hidden field into the form, upon passing validation, which has the name of form's id. Then when form.submit() is called, this is passed along in place of the submit button. However, this solution seems very ungraceful to me and so I am wondering whether I should:,a) Use an alternative method to detect which form has been submitted which doesn't rely rely on passing the submit button. If so what alternative is there? Obviously, just having an extra hidden field from the start isn't any better.,b) Use an alternative Javascript solution which allows me to retain my non-Javascript design. For example, is there an alternative to form.submit() which allows me to pass in extra data?,c) Suck it up and just insert a hidden field using Javascript.,UPDATE:
I've accepted the correct answer but I just wanted to clarify my mistake here so it would be more helpful for others. I use Mootools and I very naively believed that when I used addEvent('submit' ...) I needed to immediately call event.stop() in order to prevent the from from being submitted. Actually this is not the case and I can just call event.stop() only if validation fails. Otherwise, the default submit gets fired, as usual, and using form.submit() becomes completely unnecessary.","You could send the forms to different handlers with , and ,.,Are they processed using a bunch of the same code? Put that into separate files, include the commonalities, and write the unique bits in each of the handling files. Don't hack, organize.,For Javascript validation, don't halt the default action then resume, instead do this:,That way if JS is turned off or the validation fails, the form action/event is intact and it behaves as expected, otherwise it bonks. And certainly, certainly retain server-side validation. That's the ""real"" validation, the client-side is only to please the user and save them time. Never rely on it for YOUR sake.",4k,8,no,"SA2.1, SA2.2, SB1",6,Coding,Interfacing,Interfacing choice,,function choice,,2010-04-18 18:41:53Z,"2010-04-18 18:41:53Z,2010-04-18 18:43:32Z","266,342,926,634,382,000,000"
https://stackoverflow.com/questions/2692873/quote-posix-shell-special-characters-in-python-output,Accepted,2010-04-22 17:01:16Z,2010-04-22 17:18:34Z,tzot,"82,514",2,"python,shell,posix,escaping,special-characters",Quote POSIX shell special characters in Python output,"There are times that I automagically create small shell scripts from Python, and I want to make sure that the filename arguments do not contain non-escaped special characters. I've rolled my own solution, that I will provide as an answer, but I am almost certain I've seen such a function lost somewhere in the standard library. By ?????lost????? I mean I didn't find it in an obvious module like ,, , or ,.,Do you know of such a function in the stdlib? If yes, where is it?,Even a negative (but definite and correct :) answer will be accepted.",":,Although note that it's arguably got a bug where a zero-length arg will return nothing:,Probably it would be better if it returned ,.",3k,6,no,"SA2.1, SA2.2, SB1",6,Coding,Data handling,Data format/compatibility,,string format,,2010-04-22 17:18:34Z,"2010-04-22 17:18:34Z,2010-04-22 17:05:58Z","269,287,326,929,802,000,000"
https://stackoverflow.com/questions/2753056/jquery-get-only-passing-first-two-data-parameters-in-url,Accepted,2010-05-02 09:54:17Z,2010-05-02 10:35:17Z,The.Anti.9,"39,274",2,"php,javascript,jquery,ajax",JQuery .get() only passing first two data parameters in url,"I have a $.get() call to a PHP page that takes 4 GET parameters. For some reason, despite giving the $.get() call all 4, it only passes the first two. When I look at the dev console in chrome, it shows the URL that gets called, and it only passes action and dbname. Heres the code:,and heres the URL that I see in the developer console:,** EDIT **
I have been informed that I need to encode the URL that I am trying to pass through the header. How would I go about encoding it in javascript, and decoding it in php?","Are you sure that the , and , variables are defined? A simple , before the $.get() will be enough to check.,In regards to your edit, you can encode strings in JavaScript with the , function. And decode it back again in the PHP with ,. They both take one string argument.",784,8,yes,"SA2.1, SB1",3,Coding,Interfacing,Invocation mechanism,Implicit interfacing,"post/get, jquery",,2010-05-02 10:35:17Z,"2010-05-02 10:35:17Z,2010-05-02 10:31:39Z","275,305,627,531,552,000,000"
https://stackoverflow.com/questions/2774074/best-practice-user-generated-html-cleaning,Accepted,2010-05-05 14:26:22Z,2010-05-05 15:45:13Z,Martin,"4,947",4,"php,javascript,html,wysiwyg,xss",Best Practice: User generated HTML cleaning,"I'm coding a WYSIWYG editor width designMode=""on"" on a iframe. The editor works fine and i store the code as is in the database. ,Before outputing the html i need to ""clean"" with php on the server-side to avoid cross-site-scripting and other scary things. Is there some sort of best practice on how to do this? What tags can be dangerous? ,UPDATE: Typo fixed, it's What You See Is What You Get. nothing new :)","The best practice is to allow only certain things you know aren't dangerous, and remove/escape all the rest. See the paper , for a discussion on this (the library is for Java, but the principles apply for any language).",878,6,no,"SA1, SA2.1, SB1, SB2",5,Coding,Security,,,HTTPRequest,,2010-05-05 14:32:47Z,"2010-05-05 14:32:47Z,2010-05-05 14:33:05Z,2010-05-05 15:45:13Z,2010-05-05 14:32:48Z","27,740,742,774,131,200,000,000,000,000,000,000"
https://stackoverflow.com/questions/2842079/how-can-i-pass-a-javascript-function-to-a-java-method-to-act-as-a-callback-rhin,Accepted,2010-05-15 23:24:43Z,2013-09-10 12:54:31Z,sproketboy,"8,076",4,"java,javascript,rhino",How can I pass a javaScript function to a Java Method to act as a callback (Rhino),"Basically I'm trying to pass a javaScript function to a Java method to act as a callback to the script.,I can do it - sort of - but the object I receive is a sun.org.mozilla.javascript.internal.InterpretedFunction and I don't see a way to invoke it.,Any ideas? ,Here's what I have so far:",Implement an interface:,9k,10,yes,"SA2.1, SA2.2, SB1",10,Coding,Interfacing,Invocation mechanism,Explicit interfacing,transfer function,,2010-05-16 08:52:22Z,"2010-05-16 08:52:22Z,2010-05-15 23:41:15Z,2010-10-20 19:09:35Z,2013-09-08 22:10:01Z","284,207,928,431,022,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2853725/whats-the-best-way-to-debug-ajax-to-php-calls,Accepted,2010-05-17 23:46:04Z,2010-05-18 01:32:55Z,Howard Zoopaloopa,"3,634",5,"php,javascript,ajax",What's the best way to debug AJAX to PHP calls?,"I'm having a miserable time debugging one small function on my new project. ,Essentially I'm having a user log out via an AJAX call to my log out script on my server called ""userfFunctions.php"" I'm using AJAX so that I don't have the headache of writing more regex to match my mod_rewrites. Anyway, every so often, it seems as though my Post data just flat out dies and since the PHP is running behind the scenes, I feel like I have no way of finding out where the data flow is being disrupted. BTW This function works 19 hrs of the day.,Here is the javascript function:,the php side:,here is my awesome response:",":,Here is a minimalistic implementation I wrote:,I wrote it so that it only works on localhost (for security reasons), but you can easily change that by replacing the following code:,With:",11k,12,yes,"SA1, SA2.1, SA2.2, SB1, SB2",9,Testing/Debugging,Interfacing,Invocation mechanism,Implicit interfacing,ajax,,2010-05-18 00:24:34Z,"2010-05-18 00:24:34Z,2010-05-17 23:50:08Z,2010-05-17 23:51:33Z,2010-05-18 00:06:32Z,2010-05-18 00:17:12Z","285,372,528,538,882,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/2874603/is-it-possible-to-embed-c-code-in-a-c-sharp-project,Accepted,2010-05-20 14:24:05Z,2015-05-29 16:41:32Z,Jonathan,"23,777",4,"c#,c,visual-studio-2008,embed",Is it possible to embed C code in a C# project?,"I know that it's possible to compile my C code into a dll, and then use P/Invoke to call that code.,What I wondered if it was possible to have a chunk of C code embedded directly in my code, perhaps only available to one class...,Something like this (non-working) example:,I've been trying for a few hours using Visual Studio 2008, but I'm not getting anywhere, and I suspect that it isn't actually possible. Can anyone confirm or deny this?,Thanks.","It is possible to create a mixed-mode assembly (that is, one that has both managed and native code), but only the C++/CLI compiler can produce one of these. What you're looking to do is not supported by the C# compiler.",11k,8,yes,"SA2.1, SB1",8,Coding,Interfacing,Interfacing choice,,method choice,,2010-05-20 14:28:55Z,"2010-05-20 14:28:55Z,2010-05-20 14:27:59Z,2010-05-20 14:36:09Z,2010-05-20 14:29:36Z","28,746,032,874,654,200,000,000,000,000,000,000"
https://stackoverflow.com/questions/2885822/which-logging-library-to-use-for-cross-language-java-c-python-system,Accepted,2010-05-21 21:49:06Z,2010-05-28 04:00:36Z,recipriversexclusion,"9,870",3,"java,c++,python,logging","Which logging library to use for cross-language (Java, C++, Python) system","I have a system where a central Java controller launches analysis processes, which may be written in C++, Java, or Python (mostly they are C++). All these processes currently run on the same server. What are you suggestions to,Thanks!","Apache has ,, which allow you to log from various programming languages using similar APIs. Unfortunately they don't have a Python API, though you should be able to whip one up with log4cpp and Boost.Python.,A project I work on uses one of these libraries to log to a database, which allows us ""distributed logging"" with a centralized place for the log messages. I have to admit I'm not a fan of this. Another project I work on uses one of these libraries to log to the native logging facility. The Windows Event Log has some features for distributed logging, but AFAIK syslog does not.,Although I don't have any experience with it, a better fit may be , project. The feature set meets your requirements, including a Python API. Unfortunately it uses Thrift which doesn't work for C++ on Windows (that is, the Thrift compiler generates C++ code that only works on UNIX). You may be able to get around this problem using Cygwin, but I can't promise that approach will work.",3k,11,no,"SA1, SA2.1, SB1, SB2",5,DEM,Build,,,cross-language log,,2010-05-22 00:31:09Z,"2010-05-21 21:55:27Z,2010-05-22 00:31:09Z,2010-05-28 04:00:36Z","2,885,822,288,585,720,000,000,000,000"
https://stackoverflow.com/questions/2941960/a-call-to-pinvoke-function-has-unbalanced-the-stack,Accepted,2010-05-31 07:19:12Z,2016-10-20 15:18:40Z,Sanctus2099,"1,619",5,"c#,c++,pinvoke,unmanaged,managed",A call to PInvoke function '[?????]' has unbalanced the stack,"I'm getting this weird error on some stuff I've been using for quite a while. It may be a new thing in Visual Studio 2010 but I'm not sure.,
I'm trying to call a unamanged function written in C++ from C#.,
From what I've read on the internet and the error message itself it's got something to do with the fact that the signature in my C# file is not the same as the one from C++ but I really can't see it.,
First of all this is my unamanged function below: ,And here is my function in C#: ,When I debug into C++ I see all arguments just fine so thus I can only think it's got something to do with transforming from TEngine (which is a pointer to a class named CEngine) to IntPtr. I've used this before in VS2008 with no problem.",Maybe the problem lies in the calling convention. Are you sure the unmanaged function was compiled as stdcall and not something else ( i would guess fastcall ) ?,44k,48,yes,"SA2.1, SB1",23,Coding,Build,,,comfiguration,,2010-05-31 07:23:29Z,"2011-02-08 17:53:25Z,2011-07-20 20:37:52Z,2010-05-31 07:23:29Z,2014-05-07 05:51:29Z,2010-11-11 09:37:36Z","2,941,960,493,650,160,000,000,000,000,000,000,000,000,000"
